Note,Commentaire
"5,0","La peur vicérale donnée par ce film est rare. Ca commence en trombe comme on a pas l'habitude dans ce genre de film (où la mise en place est souvent plus soft).Un grand film d'horreur, au niveau du premier opus (mais en plus vicérale et moins original à la fois).A voir de toute urgence pour les amateurs (pour les autres passez votre chemin si vous voulez dormir tranquilles)"
"5,0","Un suite qui m'a tres agreablement surpris.Le climat est opressant des les premieres minutes et on ressent tres vite un malaise qui ne cesse de s'accroitre au fil des images.La première scene où le heros se fait courser par les zombies dans un décor champetre et bucolique est flippante,mais ce n'est rien en comparaison de la suite.Les survivants de cette mysterieuse epidemie sont assiegés dans un londres completement désaffecté où des soldats americains assurant leur protection.Mais c'est mal estimer le danger qui se rapproche de plus en plus d'eux.De la violence physqiue et psychologique, du suspense a dresser les cheveux sur la tete, pas de repit et des zombies hysteriques prets a quitter le continent pour de nouvelles contrées, voilà un film totalement apocalyptique qui merite bien ses quatre etoiles"
"4,0","J'avais beaucoup aimé le 1er. Boyle avait fait là un film avec un univers vraiment angoissant. J'attendais donc cette suite avec impatience, tout en sachant que je serais peut être déçus car le réalisateur changeait. Seulement il n'en est rien, Fresnadillo réussi la prouesse de succéder à Boyle, en faisant un film qui égale le 1er. Il ne le surpasse pas, mais il l'égal haut la main. L'histoire est toujours aussi stréssante, les acteurs retranscrivent bien tout ça (surtout les enfants). La musique du film, est similaire au 1er, ce qui est un bon point. J'ai réussi à rentré dans le film assez rapidement et complètement. Certaines scènes feront référence dans les films du genre. J'ai donc très bien aimé dans l'ensemble et attend une suite (à Paris ?) avec impatience."
"3,5","Dire que cette séquelle est plus mauvaise n'est pas vraiment le terme juste,''différente'' serait plus approprié.Une séquelle qui peut se passer de la visualisation du 1er volet et qui s'axe plus sur le chaos qui envahit une ville en reconstruction lorsque le virus réapparait,là où le précédent volet traitait plutôt de la solitude des survivants et l'espoir de trouver du secours.Le traitement est beaucoup plus frontal,beaucoup plus violent,plus explicite...et assez bordélique dans ce genre de scène.Même si le film comporte des scènes très réussites (l'extermination au napalm est une scène térrifiante),même si Juan Carlos Fresnadillo tente d'incorporer le dramatisme avec ce père transformé en bête sauvage et qui pourtant tente de lutter pour ses enfants,force est de constater que le réalisateur n'est pas Danny Boyle...et puis la fin ouverte n'est franchement pas très originale : on est en droit de préférer largement ''28 jours plus tard''."
"5,0","J'ai adoré cette excellente suite de ''28 jours plus tard'', qui est même meilleure que le premier opus. Le scénario est très réussi et on s'identifie facilement aux personnages car la mise en scène est très réaliste, même si cela reste bien sûr de la science-fiction. Et la surprise finale laisse augurer une suite qui aura bien du mal à faire aussi bien."
"1,0","Un super scenario mais un realisateur de m**de ! Ca bouge dans tous les sens, ca donne envi de vomir, on comprends rien, et il n'arrive meme pas a nous donner un seul petit sursaut ! Bref bien décu !"
"5,0","Quelle claque !Juan Carlos Fresnadillo,réalisateur du pas très térrible Intacto, réalise un film efficace, réaliste, sans concession ! On en redemande..."
"2,5","N'ayant pas vu le premier et en n'étant pas un fan de film d'horreur, j'y suis allé avec quelques doutes. Cependant, le film m'a surpris, de beau plan de Londres vides ( quoiqu'un peu trop nombreux ), une belle musique malheureusement,il y'a des grosses lacunes dans le scénario qui rendent le film beaucoup moins crédible. Un bon film mais pas le meilleur."
"2,5",suite assez bonne de 28 jours plus tard avec ces morts vivants avec une tentative ratée de repopulation de londres.on sait a qui s'attendre en allant voir ce film et on n'est pas déçus.ça reste tout de meme un film sans surprise
"4,0",Un bon film d'horreur ( et de zombies ) qui nous en met plein la vue dommage que l'intensité du film s'estompe de temps en temps et que la VF ne soit pas de très bonne qualité.
"5,0","E-X-E-Lent ! franchmen g vu deux film ojourdui celui la et resident evil , celui est bien sur millle foi plus superieur, une tre stre stres tres bonne suite , je matendé a ce ke ce soi moin bien , ce ki né pa le k , exelent franchmen !"
"4,0","24 semaines après les événements du premier opus, la suite bien nommée ''28 Semaines Plus Tard'' explore avec brio la gestion d'un apocalypse zombie et le traumatisme des survivants.Avec un scénario puissant et intéressant, le film redonne un nouveau souffle à la catastrophe en introduisant 
spoiler: 
des individus porteurs du virus sans en subir les symptômes, devenant de véritable bombes bio-chimiques.
Le style visuel et la musique, identique au premier film, donne toujours autant de force et de réalisme à l'infection, et comme son prédécesseur, le film se concentre plus sur les hommes que les zombies, soulignant que l'humanité, par ses erreurs, ne va que vers sont auto-destruction. La fin quant à elle casse avec l'optimisme du premier (
spoiler: 
contamination à échelle continentale
), ce qui est le cas global du film : nous assistons à plus de morts, et le déchirement familiale à l'origine de la contamination ajoute au dramatique du film que plonge des enfants dans l'enfer des zombies.Une suite rondement menée, faisant honneur aux 28 jours et réussissant sans reprendre aucun acteur du dernier film, qui restera à mon sens plus puissant que cette suite."
"5,0","Juan Carlos Fresnadillo s'avère être à un rendez-vous auquel on ne l'attendait pas vraiment. Son film est l'anti-thèse de ce qu'on attendait : c'est un authentique chef-d'oeuvre, porté par des acteurs superbes, une musique tout aussi belle, et un climat terriblement angoissant qui peut passer du gore au suspense sans altérer quoi que ce soit. Une indéniable réussite."
"2,5","Les premières minutes du film nous plongent dans une ambiance horripilante soutenue par une musique grandiose. Après, c'est le flop. Je ne peux qu'être surpris en lisant ça : ''Un scénario réflechiL'écriture du scénario a duré plus d'une année.'' Qu'ont fait les scénaristes pendant une longue année pour nous pondre un script aussi mince ??Déçu, seules les premières minutes du film et la BO ont retenu mon attention..."
"4,0","Bonne suite et trés bon film de zombies, ça fesais d'ailleurs un bout de temps que j'en avais pas vu un d'aussi prenant.J'ai vraiment étais surpris par ce film car qui dis suite dis souvent moins bien, mais pour moi, ce 28 weeks later est tout aussi bien que le 1er si ce n'est même mieux!Tout d'abord l'intro est excellente, elle nous plonge directement dans l'horreur et nous montre une violence effrayante, bref c'est le début du cauchemar ou de la fin. Trés gore par moment, certaines scénes sont mémorables surtout le passage avec l'hélico (délirant) et la grosse panique dans la ville (terrifiant).Le réalisteur espagnol est trés doué pour rendre le spectateur mal à l'aise, l'ambiance est assez ettoufante, j'étais limite mal dans mon siège vers la fin car ça nous prend aux tripes. Le passage dans le métro à la fin est assez intense, vraiment terrifiant.C'est ce que j'ai aimé dans ce film, car tout est maitrisé, la réalisation est impeccable ainsi que les plans, on voit que tout bien calculé pour que le spectateur flippe dans son fauteuil, on est sctochés quoi!Si vous aimez les films de ce genre, allez le voir sans hésitation car c'est une perle dans son genre, je dis bravo à ce réalisateur."
"4,5","28 weeks later n'est sûrement pas a comparer avec le premier. C'est un tout autre genre, mélangeant horreur et action, ce qui rend un aspect moins stressant que le premier, mais tout de même assez flippant avec des scènes cultes a ne pas manquer. Film a regarder, mais sans plus."
"4,0","J’ai préféré cette suite à 28 Jours Plus Tard, que je trouvais réussi dans sa première partie essentiellement. Certes, cette suite bénéficie d’un budget plus important, mais selon moi, Juan Carlos Fresnadillo tient mieux son sujet que Dany Boyle. En effet, dans 28 Jours Plus Tard, je trouvais qu’il y avait un manque de lien et de cohérence entre les deux parties du film : en l’occurrence, la première, très impressionnante, glaciale, apocalyptique, du point de vue intéressant de Cillian Murphy sortant de son coma et parcourant un London vide de monde, un London dévasté par un virus, un London que le spectateur découvre en même temps que lui. En revanche, je trouve un manque de lien entre cette première partie, et la seconde, lorsque les héros arrivent dans un camp militaire. Je trouve, en ce sens, que 28 Semaines Plus Tard est plus cohérent, et s’éparpille beaucoup moins. La trame générale est bien plus claire. Tout d’abord, l’action ne se situe qu’à London: la city, le London Bridge, les hautes tours reconnaissables de la banlieue Est, Greenwich, le Tube. Les personnages n’évoluent donc que dans un cadre limité, encerclé de militaires pour veiller à leur sécurité. La narration se concentre sur une famille, deux enfants et leur père. Nous suivons leur évolution dans ce London progressivement repeuplé, et soudainement confronté de nouveau à la survenue du terrible virus. Dans cette suite, le cadrage et les couleurs sont en effet des plus simples, pas d’innovation particulière… mais cette simplicité n’altère en rien l’efficacité du film. Je le trouve plus cohérent avec lui-même dans sa globalité. Plus effrayant, plus percutant, 28 Semaines Plus Tard reprend les aspects réussis du premier, les réutilise et les exploite au mieux."
"0,5","une pathétique histoire de morts-vivants qui a la prétention de se vouloir plausible. C'est navrant ! Dans ce genre de films, il vaut mieux éviter de se prendre trop au sérieux. De plus, on a le sentiment que les caméramen étaient ivres ou drogués tellement les scènes d'actions sont cahotiques et confuses. On n'y comprend rien et çà fait mal aux yeux et au crâne ! Quant à ce happy-end grotesque (mais prévisible) c'est la cerise sur le gâteau !"
"5,0","Beaucoup plus gore que le premier, ce nouvel opus aurait du être interdit aux moins de 16 ans au lieu de rester à moins de 12ans. En plus d'être violent, il est choquant à volonté, et les amateurs serons ravis. Ceux qui comme moi ont été déçu par le premier et qui croient que la suite est du même genre, eh bien ils se trompent. J'ai adoré ce film, le réalisme est surprenant, les décors de la ville deserte sont bien faits, les retournements de situations sont parfois choquant, et les héros ne sont pas forcement ce qu'on croit.."
"2,5","La façon de filmer un peu chaotique façon reportage choc redonnent un peu de tonus à un scénario accumulant tous les poncifs du genre.Il y avait matière à renouveler un peu le genre d'autant qu'il y avait des gros moyens, mais le réalisateur semble pieds et poings liés par sa production au point que le film ressemble une liste de figures imposées. On a vraiment assez vu de gamins héroïques qui sauvent leur peau et le monde... En plus ceux-là ne sont pas géniaux, à l'image du reste du casting, bien morne. Quelques scènes choc sortent malgré tout de l'ordinaire, la musique est réussie, et les vues de Londres désertée somptueuses."
"5,0","Terrible ! Magnifiquement filmé, une Bo d'enfer, c'est super bien joué et j'en passe ! Vraiment un très bon film !"
"4,0","J'ai aimé la qualité de la réalisation. En effet, lorsque l'on voit avec les yeux d'un zombie, la caméra s'affole et devient schizophrénique....L'effet est très réussi ! Il y a une vraie angoisse dans ce film et les zombies font vraiment peur. Ce ne sont pas les bons vieux zombies des films des années 30 qui marchent les bras en avant en faisant ''Raaaaaaaa !!!!'' mais bien des bêtes assoiffées de sang et qui ont la rage. J'ai moi aussi trouvé SPECTACULAIRE les images de Londres. C'est tout simplement splendide !Cette suite a su garder le concept de ''Plus qu'un film de zombies, un scénario'', donc il y a bien une intrigue, plutôt sympa. Pas le scenar de l'année, loin de là, mais pour une suite, c'est plutôt pas mal Smile"
"5,0","génial! le passage de relais entre réalisateurs est effectué avec brio! dès les premières minutes et la première attaque, ça démarre très fort, c'est gore, flippant, on retrouve avec plaisir les contaminés qui coursent à tout allure les survivants tout ça superbement filmé avec effets caméra à l'épaule et sur l'excellente musique qui figurait déja dans le premier opus! j'ai vu REC il y a peu de tps que j'ai adoré et j'ai retrouvé certains ingrédients de son succès dans 28 semaines notamment le tournage en caméra infrarouge à un moment... 2 films indispensables pour les fans du genre!"
"5,0","Une critique 4 etoiles de plus. je viens de regarder le film (en mangeant, ne sachant pas a quoi m'attendre)... finalement j'ai mangé froid. je suis restée bouche bée, action non stop, filmé avec virtuosité, tout va tres vite, j'adore ! La BO est prenante, je m'attendais a un xieme film de zombie, rien a voir. Une pure merveille, et pourtant je ne suis pas particulièrement bon public. Les persos sont crédibles, attachants, justes, emouvants, je me suis rongé les ongles avec eux. :-) Bref, vraiment très agréable surprise... très bon film du genre ! Voila, c'est tout simple."
"4,0","Un très bon film du genre.Des acteurs magistraux(Robert Carlyle et Jeremy Renner en tête)Un scénario habile alors pourquoi pas 4 étoiles:la faute a un rythme irrégulier ,la première scène vous scotche a votre siège et puis rien jusqu'à ce que le lieutenant Doyle entre en scène et après une autre baisse de rythme.Petit bémol donc mais il reste un très bon film."
"2,5","Un second volet a la hauteur du premier. Mais certaines questions lancées dans le premier volet restent sans réponses : où sont passés les héros du premier volet? C'est dommage! De plus, dans le premier volet, il est clairement dit que Paris et Moscou sont touchés par le virus. Pourquoi dans le deuxième volet, il est dit que seul le Royaume-Uni est touché?"
"4,0","des scénes gore et d'action a coupé le soufle, une bande son qui colle bien au film mais parfois la caméra bouge beaucoup trop, ce qui rend certaines scénes irregardable ce qui casse un peu le rythme."
"4,0","Excellente suite ! presque du même niveau de qualité que le premier. ''Presque'' car la fin est un peu cliché :le coup du père qui est là juste à la fin...pourquoi il a fallu que ce soit spécialement lui ? c'est tellemet téléphoné ! Sinon, dés la scène d'ouverture qui est magistrale (reprise du thème musical du premier film...thème souvent repris d'ailleurs), la tention ne retombe pas et on sent peu à peu arrivé la catastrophe. Puis aprés c'est une boucheri, ça coure, ça crie, ça tire, ça mord...bref c'est agréablement horrible ! Vivement 28 mois plus tard"
"4,0","Une suite digne du premier volet et fidèle aux éléments qui faisaient la force de celui-ci. Musique enivrante, mise en scène nerveuse, atmosphère apocalyptique, tous les ingrédients sont réunis pour nous faire vivre un véritable cauchemar et ça marche !"
"0,5","Que dire a part que c'est une grosse daube de pompe a fric le premier avait une âme , une aura la c'est du vide en un mot NUL !"
"4,0","Alors pour moi si vous êtes fan de zombie, regardez plutot celui ci que resident evil extinction. c'est un film je trouve tres bien fait, les zombies sont vraiment flipants, l'histoire je trouve et pas mal, c'est un bon film d'angoisse car pour moi je trouve que c'est pas vraimen horreur sinon je serais pas allé le voir. A voir si possible avec une fille a ses coté lol."
"2,5","Ce film est moyen car il souffre de la comparaison avec son glorieux prédecesseur. Pour moi, ce n'est qu'un banal film ''d'horreur''. Pourtant, la meilleure scène du film est la première (la ferme), ce qui nous laissera espérer le meilleur, en vain..."
"3,0",Aussi bon que le premier mais différents à bien des égards : pas les mêmes personnages ni les mêmes décors. Ce qui ne donne pas l'impression de revoir une seconde fois le premier épisode.
"4,5","pour ceux qui me suivent(bravo,quel bon gout!) et qui attendaient avec impatience le commentaire de ce film,plus besoin d'attendre car là voilà!28 semaines plus tard commence au moment du premier film.pour ceux qui éspéraient commencer calmement le film,vous serez déçus:la première scène commence mal,voire trés mal(je n'en dirais pasplus pour l'instant).juste aprés,on se retouve dans un londres plus ou moins libéré des inféctés.évidemment,il va se passer un événement qui va provoquer leur retour(et qui est fortement lié à la premiére scéne).les suites snt souvent superflus:scream par exemple(c'est le seul qui me vienne en tête pour le moment).ce n'est pas le cas de ce film,assez terrifiant.juan carlos fresnadillo nous offre du grand spectacle gore mais il n'oublie pas l'histoire et nous offre des personnages auquel on s'attache(si vous êtes comme moi fan de 
spoiler: 
jeremy renner,ne regardez pas ce film,conseil d'ami...)
.et la fin pour ma part m'a scotché et me traumatise encore!bon film ;)!"
"4,0","En général, je n’aime pas les films d’horreur, cependant nous avons ici un film du genre de très gros calibre. Du début à la fin, on a envie que cela se termine, tellement la situation est malsaine. Les scènes gores occupent une place importante également. Bref, un régal inattendu et qui ouvre la porte à ma curiosité, afin revoir un film du genre. Bravo."
"5,0","Une suite qui explose tout en puissance !!!Cette séquelle du chef d’œuvre de Danny Boyle est incontestablement aussi un chef d’œuvre !!!Pour ne pas être vulgaire, je dirai que 28 Semaines Plus Tard m’a troué le derrière !!!Un film violent, sanglant et dramatique qui nous tient en haleine du début à la fin !!!Entre film d’horreur et thriller d’anticipation, Juan Carlos Fresnadillo signe là une véritable merveille du genre et affirme ses talents de réalisateur et de scénariste (J’avais vraiment trouvé Intacto excellent !!!).Rien à redire, 28 Semaines Plus Tard est tout simplement excellent, et bien évidemment, il est fortement déconseillé de passer à côté de film !!!"
"5,0","J'ai trouvé ce film vraiment génial, encore meilleur que le premier et ça m'arrive rarement ^^ !!Pas une seconde de creux, des acteurs ( même enfants ) qui sont humains et crédibles, une BO fanstastique, j'ai a-do-ré tout simplement =)"
"2,5","Apocalypse now !''28 semaines plus tard''... depuis l'apparition du virus, mais plus de quatre ans se sont écoulés entre le film de Danny Boyle (''28 jours plus tard'') et celui-ci... Le ''Londres déserté'' est surveillé par l'armée américaine, qui a reçu l'ordre de tirer dans le tas au moindre mouvement suspect de foule déchaînée. Dans la rase campagne, une horde de zombies fous furieux se rue sur une maison abritant, entre autres, Alice et Don. A l'hôpital, alors que son dernier souffle approche, elle contamine son mari Don (Robert Carlyle)... par un baiser mortel ! A nouveau, la capitale anglaise est en proie à l'épidémie... Producteur exécutif de cette suite dantesque au style nerveux, Danny Boyle (''Trainspotting'', ''Une vie moins ordinaire'', ''Sunshine'') passe le flambeau au réalisateur et scénariste ibérique Juan Carlos Fresnadillo (''Intacto''). Par sa mise en scène viscérale, sa caméra s'immisce au plus près d'un chaos ineffable, avant de surplomber la ville victime d'un cataclysme apocalyptique... Le parallèle avec ''La nuit des morts-vivants'' de Romero s'impose; en effet, c'est une critique sociale sanglante envers l'Amérique bien-pensante. Ce Londres anéanti ressemble à s'y méprendre à Bagdad..."
"2,5","Encore une suite de film raté ,après un pitoyable la colline a des yeux2 ,c est au tour de 28 jours plus tard d avoir sa suite. Malgré son ambiance glauque du en grande partie a son excellente bande son et également grâce a ses scènes gore ,le film a du mal a ce hisse au niveau du premier,du a un scénario sans grande surprise dans lequel tous es prévisible et remplie de pas mal d incohérences. Les scènes d action quand a elle filmé camera a l épaule retransmette bien la violence des attaques mais finisse par saoulé. Bref une suite sympa sans plus comme dans la plus part des cas."
"3,0","Moins réussi que ''28 jours plus tard'' à mon goût, ce ''28 semaines plus tard'' donne l'impression que Fresnadillo se contente de reprendre les ficelles qui ont fait une partie du succès du film de Danny Boyle, sans pour autant pousser le plein potentiel de l'histoire. Le film souffre d'une ligne scénaristique quelque peu prévisible. Toujours est-il que la violence des scènes va faire frisonner les téméraires et littéralement secouer les autres. La séquence d'ouverture du film notamment est haletante et très réussie ! La bonne réalisation du film et la fin complètement dingue compense d'autres scènes dont on pourrait dire qu'elle servent de prétexte à une violence gratuite et dénuée de réels enjeux. Sans vraiment briller, on passe un bon moment."
"4,5","Beaucoup mieux que le premier volet, j'ai trouvé 28 semaines plus tard plus travaillé, plus sérieux. C'est du solide, que ce soit du côté des acteurs, du scénar', de la musique (soit dit en passant magnifique) comme de l'action. A la fois horreur et psychologique (et c'est rare dans ce genre de film), le côté apocalypse est très réaliste et certaines scènes sont d'une rare intensité!!!"
"1,0","L'enchaînement des choix les plus mauvais à faire par les protagonistes du film ferait passer 28 semaines plus tard pour une parodie d'un Scary Movie, à la différence que celui ci ne se prend pas au sérieux. La seule satisfaction du film aurait pu être de voir mourir un enfant crétin et une adolescente gourde par lesquels sont partis l'enchainement grotesques d'évènements pseudo-dramatiques tirés par les cheveux et ennuyants. Bon point pour les effets spéciaux bien réalisés. Un film a éviter ou a prendre au second degré."
"1,0","Toute l'originalité du premier volet s'en est allée. Fresnadillo nous prend vraiment pour des neuneus par moment avec des scènes complètement invraisemblables. La fin est à l'image du reste, vraiment trop facile."
"4,0","Un très bon film gore, ça faisait longtemps que je n'en avait pas vu aussi bien tourné et terrifiant. Je le recommande fortement à tous les fans du genre!"
"1,0","Les gros plans saccadés, la caméra à l'épaule qui bouge sans arrêt font un peu mal au crâne. La bande originale du film ressemble étrangement à celle du 1er opus - nous en déplaise, elle était excellente.Ce film n'apporte finalement pas grand chose en plus, un sentiment de perte de temps, un agacement. Certains plans le sauvent pourtant tel le visage de R. Carlyle au début du film poursuivi par une centaine de zombie, ou la scène finale qui laisse deviner les bâtiments en arrière plan.Un film moyen à la réalisation trop sauvage.Préférez (re)voir 28 jours plus tard."
"4,0","J'ai adoré le premier; ce deuxième volet ne m'a pas déçu, même si je le place très légèrement au dessous du premier.  Le must incontournable, c'est la scène d'introduction à couper le souffle, celle que l'on voit en bande-annonce avec l'homme courant à travers la campagne anglaise, qui sait que s'il ralentit, une mort certaine l'attend. Ce travelling magnifique, avec sa musique entêtante, les silhouettes floues des contaminés surgissant par dizaine dans le fond du plan, me ferait aller revoir le film sans hésiter.  La seule faiblesse se situe au niveau du scénario qui ne m'a pas vraiment chamboulé. En cela, le premier était mieux.  Mais ce second opus reste quand même un film à aller voir les yeux fermés."
"5,0","Très Très bon film de zombies ! Bien supérieur au premier épisode (28 Days Later). Plus rapide, plus efficace et beaucoup plus gore.Ce deuxième épisode déborde d'action. De plus il est filmé la plus part du temps comme un documentaire ce qui est encore plus immersif et contribue à vous mettre dans l'ambiance. Il y a une bonne histoire, les personnages sont attachants et a la fin on souhaite que cela continue. Bref l'un des meilleurs filmes de zombies que j'ai eu l'occasion de voir !Donc si vous etes un fan du genre. Et que vous l'avez pas vu. Foncez vous ne le regretterez pas !!!"
"2,5",2 étoiles qui valent 3 petites! c'est pas le plus grand film d'épouvante de tous les temps mais il reste simpatique. Le 1er était inovatuers dans le genre celui-ci nous laisse un arrière gout de déja vu mais reste un bon divertissement avec un fin plutot réjouissante qui est un apel a un 28 jours/semianes plus tard 2. Londres dévaster on a déja vu Paris pas encor...
"4,0","Très bon film d'anticipation (et non S.F), aussi bon que le 1er, ce qui est rare pour une suite"
"4,0","dur de faire original avec les films de zombies...les prestigieuses références affleurent vite...mais cependant dès la 1ère scène, on se trouve plus en plein coeur d'une tragédie grecque que dans un film de genre...tout n'est pas parfait loin de là...la mise en scène est certes nerveuse mais les moments d'angoisse reste quand même rares !et le jeune garçon n'est pas vraiment très expressif...je préfère sa soeur :) !!je rêverais de voir un film de zombies avec 10 000 figurants, pour que l'on puisse saisir pleinement l'effet de masse, inéluctable ...mondial !!mais je fais mon chieur...certaines scènes sont très fortes : la 1ère bien sur (mention spéciale à la photographie ! ) mais aussi lors du confinement ( oulalala robert est tout rouge !! ;) )la scène avec les snipers...celle du souterrain avec l'infra rouge qui nous rappelle Blair Witch, celle du retour de la maman ...j'en oublie !!ouaih ben finalement c'est un sacré bon film...que viva les réalisateurs hispanisants !!"
"4,0","Danny Boyle prouve à nouveau qu'il est un très bon cinéaste. Ce film raconte la tentative des britanniques de réintégrer leur pays après la catastrophe bactériologique causé par des hippies écologiste ( comme quoi on ne peut se fier à personne ). Mais tout dérape à cause d'un sel homme à qui on peut sans problème attribuer la palme d'or de l'homme le plus débile du monde. Malgré ce scénario un peu cliché, la suite de l'histoire est captivante et la réalisation musclé est impressionnante. Les situations les plus ridicule apporte un côté comique ( désiré par le réalisateur ou non ca je l'ignore ) qui est fort agréable. le final déçoit mais malgré tout, c'est un très bon film de ''zombie''"
"3,0","Suite de 28 jours plus tard, ce film démarre assez brutalement sur une histoire et des personnages totalement différents de son prédecesseur. Et en tant que film de ''zombie'', il est tout autant réussi que le premier même si cette fois-ci, le scénario est plus ''réaliste''. Là où dans le premier on voyait des militaires péter un cable, cette fois, seul l'histoire du code Rouge est discutable mais nécessaire si on veut mettre du rythme et de l'intensité dans le film, donc passons... Sinon, je suis un peu déçu par les acteurs dont aucun ne ressort véritablement du lot et laisse finalement une performance globale plutôt moyenne. On peut dire la même chose de la réalisation qui est correct mais sans plus. En fait, j'ai apprécié ce divertissement sans vraiment prendre mon pied (certes je ne suis pas le plus grand fan de ce genre de film). Au moins, il y a un scénario un peu ''crédible'' pour une fois, ce film est bien mais on ne peut pas dire vraiment plus. Difficile de faire mieux sur un tel sujet, mais on n'attends pas forcément quelque chose de plus convaincant."
"3,0","d'action que dans 28 jours plus tard mais moins innovant. L'histoire est crédible, chose pas toujours acquise pour une suite. Le film se laisse facilement regarder. On passe un bon moment pour peu qu'on soit fan des films de zombies."
"5,0","Encore plus puissant que ''28 Jours plus tard'', cette suite de l'espagnol Juan Carlos Fresnadillo surpasse Danny Boyle qui exellait dans le précédent film. L'action est omni-présente et là où le film réussit très bien son pari, c'est quand il arrive à nous émouvoir dans certaines scènes (surtout celle où Don contracte le virus). En plus de nous effrayer avec quelques rebondissements bien menés, le film est plein de sous entendu à l'Irak, et c'en est presque philosophique de parler ainsi d'un virus et de la violence... Une claque magistrale !"
"3,5","Réalisation magnifique, rien à dire. L'ambiance est parfaite, on s'y croit vraiment.Le jeu des acteurs est assez convaincant. Le scénario est un peu du déjà vu et les scènes sont un peu trop prévisibles. Mais le point fort du film est vraiment dans sa réalisation. C'est epoustouflant de voir la ville de Londres en plein chaos. Légère préférence pour le premier film ''28 jours plus tard'' qui est une référence en la matière, car moins de moment d'ennui, moins de temps mort, plus d'action.Mais ''28 weeks later'' ou ''28 semaines plus tard'', reste un très bon film qui saura vous tenir devant vos écrans!"
"4,0","suite du trés bon 28 jours plus tard ce 2éme épisodes n'est pas supérieur au premier mais au moins égal au premierle scénario est bien penser mais la facon dont le virus refait surface ma pas plu j'aurais voulu qu'il revienne d'une autre faconsinon les acteurs jouent tous bien particuliérement robert carlyle,la musique toujours aussi excellente et les scénes d'actions sont bien faite égalementles décords sont toujours aussi bien faits et donne une ambiance de peur permanente et la fin est particuliérement original bonne suite"
"2,5","Un film tournée comme un reportage de guerre,efficace et maitrisé de bout en bout dans sa mise en scène du momment que l'on ne craint pas cette façon de réaliser.Les acteurs sont tous très bon spécialement Robert Carlyle et contrairement à 28 jours,les personnes infectés par le virus sont plus souvent suggérées,ce qui donne un sentiment d'horreur encore renforcé,un peu comme le premier Alien.Coté scénario un sentiment de confusion et decontradiction se dessine parfois mais au final la bonne tenue général de l'intrigue soutiens le rythme du long métrage.Enfin il est à noté que comme le premier film de Danny Boyle les decisions prisent pour se protéger de la contagion sont sujettes à intérrogation sur l'humanisme présumer des hommes dans ces circonstances critiques."
"5,0","Des zombies qui courent vite , pourquoi pas . La scène du début et la course poursuite est effrayante . Trés bon film mieux que 28 jours plus tard ."
"5,0","super film , un mélange entre action et horreur assez sympa . Je le trouve mieux que l'original , mais c'est juste parce que je privilégie l'action à l'horreur . Sinon , je le trouve un peu violent pour un film interdit au moins de 12 ans quand même ..."
"5,0","Après 28 jours Plus tard, on pouvait craindre une relachement dans le rythme et le scénario... Que nenni : le metteur en scène explore de nouvelles voies et en rajoute une couche dans le parfum d'apocalypse qui subsistait du premier opus. Voir Londres déserté, incendié et en proie à des infectés incontrolables est un choc visuel inoubliable. Les scènes de panique (parmi les civils et les militaires) sont excellement menées et rythmées par la musique toujours aussi prenante de Murphy. Et les toutes dernières images (réalisées bien après la fin du tournage pour apporter un 'plus') sont tout simplement flippantes. Bref, un film techniquement intelligent, terrifiant et brutalement à vif."
"1,0","Bizarre, du sang, l'histoire n'est pas complète. Aurait pu mieux faire."
"5,0","Ce 28 semaines plus tard est d'une efficacité redoutable et surpasse largement le 1er! Oui, la ou, le 1 s'embourbait dans sa deuxième partie, cette suite m'a scotché du début à la fin! Certaines scènes géniales sont appuyées par l'excellente mise en scène et la BO renversante. Les images sont magnifiques, les FX aussi et les acteurs s'en tirent bien. Je regrette juste peut être la présence un peu cliché et ridicule du père en zombie récurrent mais ce n'est qu'un détail... Le film d'horreur de l'année sans aucun doute, une réussite totale!! Ah oui, j'ajouterai que l'interdiction aux moins de 12 ans est un peu légère..."
"5,0","H-O-R-R-I-B-L-E !!! voila le mot qui me vient a la bouche à propos de ce film ...le film est tellement réaliste ! (surtout la scénes ou les tireurs doivent tuer tout le monde y compris le survivants...) , j'ai préféré cette suite au premier opus , tout est meilleur ! c'est effrayant ! c'est stressant ! v'est étouffant ! bref à deconseiller aux âmes sensibles ! à voir d'urgences !"
"2,5",bon film.
"2,5","Un peu trop standard et prévisible avec des scènes qui quelques fois ne tiennent pas la route, bref divertissant mais pas plus."
"5,0",vraiment exellent ... ce film procure d'excelente sensation !
"4,0","Une grande réussite qui égale, voire dépasse le 1er volet par une mise en scène visionnaire. D'un pur film de genre (de sous genre disent certains), le cinéaste tire un vrai brûlot, qui montre notre civilisation comme un cauchemard, au bord du gouffre. C'est, au delà des qualités purement plastiques du film (la musique, prenante, la photographie, tout en contrastes etc) la mise en scène qui m'a le plus frappé - quelques séquences, celle du stade désert vers la fin, notamment, parvenant à devenir presque obsédantes - : on sent une patte, une ''rage'' dans la façon de filmer, de prendre la caméra à bras le corps et de la pousser au coeur de l'histoire jusqu'au malaise. Quelle chance de voir de nouveaux metteurs en scène renouveler des genres avec pareil style ! Et puis, pour finir (vu que le cinéma c'est quand même aussi du plaisir) : on ne s'ennuie pas une seconde !"
